description,vlan,usage,iPv4_address,mac_address,port,connected_to,last_seen,location,model,code
antMiner-246,1203,43.0 MB,10.12.10.145,24:83:7a:bd:ef:fe,18,M12-POD3-16-sw,4/14/2022 00:39,M12-POD3-16-4-3,Antminer S17+ (vnish 2.0.4), S17+
antMiner-332,1203,54.5 MB,10.12.10.146,fe:ab:5b:c4:23:06,7,M12-POD3-24-sw,4/14/2022 00:39,M12-POD3-24-2-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-530,1203,43.0 MB,10.12.10.147,de:8c:c0:c6:eb:8c,8,M12-POD3-24-sw,4/14/2022 00:39,M12-POD3-24-2-3,Antminer S17+ (vnish 2.0.4), S17+
antMiner-210,1203,47.4 MB,10.12.10.149,0e:4d:10:32:f3:23,9,M12-POD3-24-sw,4/14/2022 00:39,M12-POD3-24-2-4,Antminer S17+ (vnish 2.0.4), S17+
antMiner-262,1203,46.4 MB,10.12.10.150,38:eb:65:f7:dd:21,10,M12-POD3-24-sw,4/14/2022 00:39,M12-POD3-24-2-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-201,1203,46.4 MB,10.12.10.153,3c:e1:3e:4e:1c:f0,17,M12-POD3-16-sw,4/14/2022 00:39,M12-POD3-16-4-2,Antminer S17+ (vnish 2.0.4), S17+
antMiner-289,1203,48.2 MB,10.12.10.155,ac:ba:a2:48:9e:a2,16,M12-POD3-16-sw,4/14/2022 00:39,M12-POD3-16-4-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-599,1203,44.6 MB,10.12.10.157,96:5e:06:aa:b1:f3,11,M12-POD3-16-sw,4/14/2022 00:39,M12-POD3-16-3-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-586,1203,50.8 MB,10.12.10.160,52:86:63:61:be:3c,14,M12-POD3-16-sw,4/14/2022 00:39,M12-POD3-16-3-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-260,1203,49.1 MB,10.12.10.161,72:38:20:cf:2d:eb,15,M12-POD3-16-sw,4/14/2022 00:39,M12-POD3-16-3-5,Antminer S17+ (vnish 2.0.4), S17+
antMiner-202,1203,47.6 MB,10.12.10.162,20:83:30:4f:42:08,17,M12-POD3-27-sw,4/14/2022 00:39,M12-POD3-27-4-2,Antminer S17+ (vnish 2.0.4), S17+
antMiner-239,1203,47.1 MB,10.12.10.163,46:b7:de:b6:4b:f5,12,M12-POD3-25-sw,4/14/2022 00:39,M12-POD3-25-3-2,Antminer S17+ (vnish 2.0.4), S17+
antMiner-509,1203,45.9 MB,10.12.10.164,9a:8b:03:6a:6b:90,10,M12-POD3-16-sw,4/14/2022 00:39,M12-POD3-16-2-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-208,1203,47.8 MB,10.12.10.166,ac:60:03:5c:62:4b,9,M12-POD3-16-sw,4/14/2022 00:39,M12-POD3-16-2-4,Antminer S17+ (vnish 2.0.4), S17+
antMiner-88,1203,64.8 MB,10.12.10.167,22:1d:b7:88:e8:ee,18,M12-POD3-26-sw,4/14/2022 00:39,M12-POD3-26-4-3,Antminer S17+ (vnish 2.0.4), S17+
antMiner-164,1203,47.0 MB,10.12.10.168,62:5c:49:7d:f3:25,3,M12-POD3-26-sw,4/14/2022 00:39,M12-POD3-26-1-3,Antminer S17+ (vnish 2.0.4), S17+
antMiner-209,1203,47.2 MB,10.12.10.169,e6:74:64:78:5e:55,13,M12-POD3-16-sw,4/14/2022 00:39,M12-POD3-16-3-3,Antminer S17+ (vnish 2.0.4), S17+
antMiner-347,1203,47.2 MB,10.12.10.170,16:d7:4b:c4:d7:b9,2,M12-POD3-26-sw,4/14/2022 00:39,M12-POD3-26-1-2,Antminer S17+ (vnish 2.0.4), S17+
antMiner-48,1203,55.7 MB,10.12.10.173,fa:c1:0a:d6:37:86,2,M12-POD3-25-sw,4/14/2022 00:39,M12-POD3-25-1-2,Antminer S17+ (vnish 2.0.4), S17+
antMiner-613,1203,47.1 MB,10.12.10.174,3a:9d:c5:23:7e:97,12,M12-POD3-16-sw,4/14/2022 00:39,M12-POD3-16-3-2,Antminer S17+ (vnish 2.0.4), S17+
antMiner-269,1203,48.0 MB,10.12.10.175,1e:db:3c:55:8c:2d,9,M12-POD3-25-sw,4/14/2022 00:39,M12-POD3-25-2-4,Antminer S17+ (vnish 2.0.4), S17+
antMiner-215,1203,45.3 MB,10.12.10.176,6e:77:47:c7:c7:d3,8,M12-POD3-16-sw,4/14/2022 00:39,M12-POD3-16-2-3,Antminer S17+ (vnish 2.0.4), S17+
antMiner-298,1203,46.8 MB,10.12.10.177,34:60:f8:3b:1b:37,16,M12-POD3-25-sw,4/14/2022 00:39,M12-POD3-25-4-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-190,1203,45.8 MB,10.12.10.178,0c:46:cd:f4:0a:5b,17,M12-POD3-25-sw,4/14/2022 00:39,M12-POD3-25-4-2,Antminer S17+ (vnish 2.0.4), S17+
antMiner-25,1203,54.9 MB,10.12.10.181,f8:84:a1:18:ae:62,20,M12-POD3-25-sw,4/14/2022 00:39,M12-POD3-25-4-5,Antminer S17+ (vnish 2.0.4), S17+
antMiner-139,1203,63.4 MB,10.12.10.182,0a:d5:cd:01:e5:94,19,M12-POD3-25-sw,4/14/2022 00:39,M12-POD3-25-4-4,Antminer S17+ (vnish 2.0.4), S17+
antMiner-40,1203,13.5 MB,10.12.10.184,36:42:89:90:cf:ea,13,M12-POD3-25-sw,4/14/2022 00:39,M12-POD3-25-3-3,Antminer S17+ (vnish 2.0.4), S17+
antMiner-296,1203,46.4 MB,10.12.10.185,d2:52:e6:a8:d8:4c,1,M12-POD3-16-sw,4/14/2022 00:39,M12-POD3-16-1-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-72,1203,63.3 MB,10.12.10.186,0e:be:52:f9:eb:aa,15,M12-POD3-25-sw,4/14/2022 00:39,M12-POD3-25-3-5,Antminer S17+ (vnish 2.0.4), S17+
antMiner-18,1203,64.3 MB,10.12.10.187,68:b0:90:e0:ab:52,14,M12-POD3-25-sw,4/14/2022 00:39,M12-POD3-25-3-4,Antminer S17+ (vnish 2.0.4), S17+
antMiner-60,1203,47.8 MB,10.12.10.188,2e:07:c0:51:4f:79,11,M12-POD3-25-sw,4/14/2022 00:39,M12-POD3-25-3-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-30,1203,49.8 MB,10.12.10.190,46:1f:3b:4b:78:34,10,M12-POD3-25-sw,4/14/2022 00:39,M12-POD3-25-2-5,Antminer S17+ (vnish 2.0.4), S17+
antMiner-265,1203,45.8 MB,10.12.10.193,8c:01:17:c3:47:a1,2,M12-POD3-16-sw,4/14/2022 00:39,M12-POD3-16-1-2,Antminer S17+ (vnish 2.0.4), S17+
antMiner-15,1203,56.6 MB,10.12.10.194,ae:ab:bf:9a:01:48,7,M12-POD3-25-sw,4/14/2022 00:39,M12-POD3-25-2-2,Antminer S17+ (vnish 2.0.4), S17+
antMiner-216,1203,45.9 MB,10.12.10.195,58:9a:1c:5a:d9:ae,3,M12-POD3-16-sw,4/14/2022 00:39,M12-POD3-16-1-3,Antminer S17+ (vnish 2.0.4), S17+
antMiner-295,1203,47.2 MB,10.12.10.196,76:59:b5:d2:14:d4,6,M12-POD3-25-sw,4/14/2022 00:39,M12-POD3-25-2-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-159,1203,46.9 MB,10.12.10.197,9c:83:13:62:37:f6,1,M12-POD3-25-sw,4/14/2022 00:39,M12-POD3-25-1-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-16,1203,54.3 MB,10.12.10.202,72:b2:a5:d2:69:c1,11,M12-POD3-18-sw,4/14/2022 00:39,M12-POD3-18-3-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-68,1203,60.7 MB,10.12.10.203,ae:5c:30:8a:75:2a,17,M12-POD3-18-sw,4/14/2022 00:39,M12-POD3-18-4-2,Antminer S17+ (vnish 2.0.4), S17+
antMiner-56,1203,47.0 MB,10.12.10.204,4c:a6:0b:82:98:00,11,M12-POD3-28-sw,4/14/2022 00:39,M12-POD3-28-3-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-38,1203,56.5 MB,10.12.10.205,42:25:6b:46:a2:8a,9,M12-POD3-27-sw,4/14/2022 00:39,M12-POD3-27-2-4,Antminer S17+ (vnish 2.0.4), S17+
antMiner,1203,56.9 MB,10.12.10.207,f0:04:b1:a4:f1:04,18,M12-POD3-28-sw,4/14/2022 00:39,M12-POD3-28-4-3,Antminer S17+ (vnish 2.0.4), S17+
antMiner-53,1203,56.9 MB,10.12.10.209,1c:51:0e:82:12:70,19,M12-POD3-28-sw,4/14/2022 00:39,M12-POD3-28-4-4,Antminer S17+ (vnish 2.0.4), S17+
antMiner-213,1203,46.4 MB,10.12.10.211,94:9b:39:39:c8:6e,1,M12-POD3-27-sw,4/14/2022 00:39,M12-POD3-27-1-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-200,1203,46.7 MB,10.12.10.215,ec:4f:90:f1:05:74,15,M12-POD3-27-sw,4/14/2022 00:39,M12-POD3-27-3-5,Antminer S17+ (vnish 2.0.4), S17+
antMiner-297,1203,47.6 MB,10.12.10.217,5c:47:77:72:fc:f6,16,M12-POD3-26-sw,4/14/2022 00:39,M12-POD3-26-4-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-305,1203,47.2 MB,10.12.10.218,98:62:61:d3:f2:f5,20,M12-POD3-18-sw,4/14/2022 00:39,M12-POD3-18-4-5,Antminer S17+ (vnish 2.0.4), S17+
antMiner-198,1203,46.5 MB,10.12.10.221,cc:a4:46:25:8d:72,7,M12-POD3-18-sw,4/14/2022 00:39,M12-POD3-18-2-2,Antminer S17+ (vnish 2.0.4), S17+
antMiner-288,1203,67.4 MB,10.12.10.222,e0:7f:cd:68:df:9d,13,M12-POD3-27-sw,4/14/2022 00:39,M12-POD3-27-3-3,Antminer S17+ (vnish 2.0.4), S17+
antMiner-617,1203,46.2 MB,10.12.10.226,2c:02:47:74:3c:14,20,M12-POD3-26-sw,4/14/2022 00:39,M12-POD3-26-4-5,Antminer S17+ (vnish 2.0.4), S17+
antMiner-632,1203,47.7 MB,10.12.10.227,02:e7:78:b5:21:ee,17,M12-POD3-17-sw,4/14/2022 00:39,M12-POD3-17-4-2,Antminer S17+ (vnish 2.0.4), S17+
antMiner-272,1203,68.0 MB,10.12.10.228,3c:b1:62:5c:c4:fd,19,M12-POD3-26-sw,4/14/2022 00:39,M12-POD3-26-4-4,Antminer S17+ (vnish 2.0.4), S17+
antMiner-535,1203,73.8 MB,10.12.10.229,be:3b:9a:84:01:31,13,M12-POD3-26-sw,4/14/2022 00:39,M12-POD3-26-3-3,Antminer S17+ (vnish 2.0.4), S17+
antMiner-256,1203,67.0 MB,10.12.10.230,18:89:c0:9d:1b:e5,19,M12-POD3-17-sw,4/14/2022 00:39,M12-POD3-17-4-4,Antminer S17+ (vnish 2.0.4), S17+
antMiner-115,1203,50.0 MB,10.12.10.231,58:c1:95:b1:d9:5e,20,M12-POD3-17-sw,4/14/2022 00:39,M12-POD3-17-4-5,Antminer S17+ (vnish 2.0.4), S17+
antMiner-89,1203,48.1 MB,10.12.10.232,f0:3a:75:f6:24:c1,15,M12-POD3-26-sw,4/14/2022 00:39,M12-POD3-26-3-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-534,1203,67.2 MB,10.12.10.233,1e:bf:06:16:58:51,14,M12-POD3-26-sw,4/14/2022 00:39,M12-POD3-26-3-4,Antminer S17+ (vnish 2.0.4), S17+
antMiner-271,1203,67.3 MB,10.12.10.234,80:0a:29:77:15:55,16,M12-POD3-17-sw,4/14/2022 00:39,M12-POD3-17-4-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-197,1203,46.4 MB,10.12.10.235,14:e6:c2:19:a8:56,11,M12-POD3-26-sw,4/14/2022 00:39,M12-POD3-26-3-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-151,1203,56.4 MB,10.12.10.239,f2:a7:96:09:f1:0f,12,M12-POD3-26-sw,4/14/2022 00:39,M12-POD3-26-3-2,Antminer S17+ (vnish 2.0.4), S17+
antMiner-173,1203,49.8 MB,10.12.10.240,cc:05:06:ac:82:69,15,M12-POD3-17-sw,4/14/2022 00:39,M12-POD3-17-3-5,Antminer S17+ (vnish 2.0.4), S17+
antMiner-104,1203,47.6 MB,10.12.10.241,74:0b:2e:a2:af:1e,7,M12-POD3-26-sw,4/14/2022 00:39,M12-POD3-26-2-2,Antminer S17+ (vnish 2.0.4), S17+
antMiner-234,1203,67.4 MB,10.12.10.242,a2:fd:da:d7:b5:a0,9,M12-POD3-26-sw,4/14/2022 00:39,M12-POD3-26-2-4,Antminer S17+ (vnish 2.0.4), S17+
antMiner-276,1203,47.0 MB,10.12.10.243,86:c1:d7:a1:64:be,10,M12-POD3-26-sw,4/14/2022 00:39,M12-POD3-26-2-5,Antminer S17+ (vnish 2.0.4), S17+
antMiner-286,1203,68.0 MB,10.12.10.244,58:b5:ef:8c:2f:b4,12,M12-POD3-17-sw,4/14/2022 00:39,M12-POD3-17-3-2,Antminer S17+ (vnish 2.0.4), S17+
antMiner-248,1203,47.9 MB,10.12.10.246,02:cf:dd:63:7f:10,11,M12-POD3-17-sw,4/14/2022 00:39,M12-POD3-17-3-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-129,1203,56.4 MB,10.12.10.247,9a:9d:0c:82:1a:da,8,M12-POD3-26-sw,4/14/2022 00:39,M12-POD3-26-2-3,Antminer S17+ (vnish 2.0.4), S17+
antMiner-330,1203,46.8 MB,10.12.10.251,a2:4c:1e:48:f6:01,9,M12-POD3-17-sw,4/14/2022 00:39,M12-POD3-17-2-4,Antminer S17+ (vnish 2.0.4), S17+
antMiner-261,1203,46.2 MB,10.12.10.252,3e:23:20:84:59:9d,1,M12-POD3-26-sw,4/14/2022 00:39,M12-POD3-26-1-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-175,1203,49.9 MB,10.12.10.254,60:c1:c4:fd:61:1d,7,M12-POD3-17-sw,4/14/2022 00:39,M12-POD3-17-2-2,Antminer S17+ (vnish 2.0.4), S17+
antMiner-145,1203,49.2 MB,10.12.11.5,b0:f5:7f:2b:e3:0a,2,M12-POD3-17-sw,4/14/2022 00:39,M12-POD3-17-1-2,Antminer S17+ (vnish 2.0.4), S17+
antMiner-92,1203,48.0 MB,10.12.11.7,b8:cc:ea:4f:f8:34,3,M12-POD3-17-sw,4/14/2022 00:39,M12-POD3-17-1-3,Antminer S17+ (vnish 2.0.4), S17+
antMiner-532,1203,66.0 MB,10.12.11.15,c6:8c:e3:e0:2f:80,2,M12-POD3-29-sw,4/14/2022 00:39,M12-POD3-29-1-2,Antminer S17+ (vnish 2.0.4), S17+
antMiner-273,1203,53.6 MB,10.12.11.16,0a:f4:e5:84:1e:98,15,M12-POD3-19-sw,4/14/2022 00:39,M12-POD3-19-3-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-105,1203,48.6 MB,10.12.11.18,f0:f1:58:43:ce:b1,18,M12-POD3-27-sw,4/14/2022 00:39,M12-POD3-27-4-3,Antminer S17+ (vnish 2.0.4), S17+
antMiner-303,1203,46.2 MB,10.12.11.22,ea:96:18:e7:56:5c,11,M12-POD3-27-sw,4/14/2022 00:39,M12-POD3-27-3-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-244,1203,64.2 MB,10.12.11.23,78:25:ad:75:21:f5,20,M12-POD3-27-sw,4/14/2022 00:39,M12-POD3-27-4-5,Antminer S17+ (vnish 2.0.4), S17+
antMiner-529,1203,47.2 MB,10.12.11.26,6e:fe:cd:91:da:38,12,M12-POD3-27-sw,4/14/2022 00:39,M12-POD3-27-3-2,Antminer S17+ (vnish 2.0.4), S17+
antMiner-386,1203,46.5 MB,10.12.11.30,dc:57:5e:bd:6f:bd,14,M12-POD3-27-sw,4/14/2022 00:39,M12-POD3-27-3-4,Antminer S17+ (vnish 2.0.4), S17+
antMiner-291,1203,47.6 MB,10.12.11.32,00:27:d2:7c:a1:fe,8,M12-POD3-27-sw,4/14/2022 00:39,M12-POD3-27-2-3,Antminer S17+ (vnish 2.0.4), S17+
antMiner-193,1203,47.3 MB,10.12.11.35,2a:8b:a6:ec:5d:49,10,M12-POD3-27-sw,4/14/2022 00:39,M12-POD3-27-2-5,Antminer S17+ (vnish 2.0.4), S17+
antMiner-385,1203,47.0 MB,10.12.11.36,da:44:a1:d2:76:42,6,M12-POD3-27-sw,4/14/2022 00:39,M12-POD3-27-2-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-284,1203,46.0 MB,10.12.11.39,60:43:4c:24:7a:f2,7,M12-POD3-27-sw,4/14/2022 00:39,M12-POD3-27-2-2,Antminer S17+ (vnish 2.0.4), S17+
antMiner-292,1203,47.8 MB,10.12.11.40,f2:ef:08:30:fa:3a,9,M12-POD3-19-sw,4/14/2022 00:39,M12-POD3-19-2-4,Antminer S17+ (vnish 2.0.4), S17+
antMiner-283,1203,47.2 MB,10.12.11.42,84:ec:34:04:c9:9b,3,M12-POD3-27-sw,4/14/2022 00:39,M12-POD3-27-1-3,Antminer S17+ (vnish 2.0.4), S17+
antMiner-280,1203,47.0 MB,10.12.11.46,4c:b8:98:5a:c3:a5,20,M12-POD3-19-sw,4/14/2022 00:39,M12-POD3-19-4-5,Antminer S17+ (vnish 2.0.4), S17+
antMiner-285,1203,47.2 MB,10.12.11.49,fa:c5:02:09:f3:98,16,M12-POD3-19-sw,4/14/2022 00:39,M12-POD3-19-4-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-445,1203,45.0 MB,10.12.11.51,14:52:44:58:3b:b2,13,M12-POD3-19-sw,4/14/2022 00:39,M12-POD3-19-3-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-287,1203,36.4 MB,10.12.11.55,a4:ce:29:fd:12:d6,14,M12-POD3-19-sw,4/14/2022 00:39,M12-POD3-19-3-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-123,1203,49.3 MB,10.12.11.56,e0:80:c6:c5:5f:b4,2,M12-POD3-30-sw,4/14/2022 00:39,M12-POD3-30-1-2,Antminer S17+ (vnish 2.0.4), S17+
antMiner-306,1203,47.4 MB,10.12.11.59,04:ce:d0:be:70:88,12,M12-POD3-19-sw,4/14/2022 00:39,M12-POD3-19-3-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-177,1203,65.0 MB,10.12.11.64,9a:24:be:5e:f2:67,19,M12-POD3-29-sw,4/14/2022 00:39,M12-POD3-29-4-4,Antminer S17+ (vnish 2.0.4), S17+
antMiner-102,1203,55.7 MB,10.12.11.65,b0:77:42:7c:d4:5d,16,M12-POD3-28-sw,4/14/2022 00:39,M12-POD3-28-4-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-249,1203,48.0 MB,10.12.11.67,d0:89:64:d8:9f:75,8,M12-POD3-19-sw,4/14/2022 00:39,M12-POD3-19-2-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-293,1203,45.8 MB,10.12.11.69,16:2c:fe:28:de:93,17,M12-POD3-28-sw,4/14/2022 00:39,M12-POD3-28-4-2,Antminer S17+ (vnish 2.0.4), S17+
antMiner-372,1203,66.2 MB,10.12.11.70,4a:03:5a:48:cd:7b,7,M12-POD3-19-sw,4/14/2022 00:39,M12-POD3-19-2-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-569,1203,46.7 MB,10.12.11.72,68:44:04:19:7b:1c,20,M12-POD3-28-sw,4/14/2022 00:39,M12-POD3-28-4-5,Antminer S17+ (vnish 2.0.4), S17+
antMiner-309,1203,46.7 MB,10.12.11.74,82:48:27:d5:9f:1f,6,M12-POD3-19-sw,4/14/2022 00:39,M12-POD3-19-2-1,Antminer T17+ (vnish 2.0.4), T17+
antMiner-257,1203,47.1 MB,10.12.11.75,66:b5:89:27:6e:bc,13,M12-POD3-28-sw,4/14/2022 00:39,M12-POD3-28-3-3,Antminer S17+ (vnish 2.0.4), S17+
antMiner-117,1203,48.4 MB,10.12.11.76,ec:eb:bc:06:62:53,1,M12-POD3-19-sw,4/14/2022 00:39,M12-POD3-19-1-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-618,1203,49.3 MB,10.12.11.82,3a:f5:a7:4d:48:94,6,M12-POD3-28-sw,4/14/2022 00:39,M12-POD3-28-2-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-274,1203,46.4 MB,10.12.11.85,00:02:df:90:98:7b,9,M12-POD3-28-sw,4/14/2022 00:39,M12-POD3-28-2-4,Antminer S17+ (vnish 2.0.4), S17+
antMiner-373,1203,46.9 MB,10.12.11.86,5a:06:d1:b2:ef:a6,10,M12-POD3-28-sw,4/14/2022 00:39,M12-POD3-28-2-5,Antminer S17+ (vnish 2.0.4), S17+
antMiner-611,1203,47.1 MB,10.12.11.92,3e:eb:3e:7c:0d:6b,7,M12-POD3-28-sw,4/14/2022 00:39,M12-POD3-28-2-2,Antminer S17+ (vnish 2.0.4), S17+
antMiner-230,1203,47.5 MB,10.12.11.94,ba:0d:7d:8e:cb:03,1,M12-POD3-28-sw,4/14/2022 00:39,M12-POD3-28-1-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-279,1203,47.0 MB,10.12.11.98,bc:ab:66:ee:02:48,2,M12-POD3-28-sw,4/14/2022 00:39,M12-POD3-28-1-2,Antminer S17+ (vnish 2.0.4), S17+
antMiner-371,1203,47.3 MB,10.12.11.102,06:62:47:cd:e2:9f,1,M12-POD3-20-sw,4/14/2022 00:39,M12-POD3-20-1-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-232,1203,47.0 MB,10.12.11.108,d4:9e:87:5f:79:47,13,M12-POD3-20-sw,4/14/2022 00:39,M12-POD3-20-3-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-174,1203,56.6 MB,10.12.11.109,50:f7:0b:b9:6a:75,12,M12-POD3-20-sw,4/14/2022 00:39,M12-POD3-20-3-2,Antminer S17+ (vnish 2.0.4), S17+
antMiner-278,1203,47.7 MB,10.12.11.110,bc:b2:a1:eb:2b:2b,14,M12-POD3-20-sw,4/14/2022 00:39,M12-POD3-20-3-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-431,1203,45.2 MB,10.12.11.112,ba:6b:53:be:11:f8,10,M12-POD3-20-sw,4/14/2022 00:39,M12-POD3-20-2-5,Antminer T17+ (vnish 2.0.4), T17+
antMiner-281,1203,51.6 MB,10.12.11.115,bc:22:dc:c5:89:ec,7,M12-POD3-20-sw,4/14/2022 00:39,M12-POD3-20-2-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-103,1203,55.3 MB,10.12.11.119,5a:d8:1a:2c:07:43,16,M12-POD3-20-sw,4/14/2022 00:39,M12-POD3-20-4-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-275,1203,48.1 MB,10.12.11.123,d8:88:eb:3f:38:c9,20,M12-POD3-30-sw,4/14/2022 00:39,M12-POD3-30-4-5,Antminer S17+ (vnish 2.0.4), S17+
antMiner-254,1203,46.0 MB,10.12.11.124,ce:af:70:43:73:71,19,M12-POD3-30-sw,4/14/2022 00:39,M12-POD3-30-4-4,Antminer S17+ (vnish 2.0.4), S17+
antMiner-322,1203,48.6 MB,10.12.11.125,0e:e9:cb:bb:2a:90,16,M12-POD3-29-sw,4/14/2022 00:39,M12-POD3-29-4-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-81,1203,55.7 MB,10.12.11.126,54:d3:19:24:fd:e5,11,M12-POD3-20-sw,4/14/2022 00:39,M12-POD3-20-3-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-583,1203,43.7 MB,10.12.11.127,7c:e5:47:e3:9c:33,18,M12-POD3-29-sw,4/14/2022 00:39,M12-POD3-29-4-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-299,1203,47.4 MB,10.12.11.128,10:77:83:e8:45:5c,17,M12-POD3-29-sw,4/14/2022 00:39,M12-POD3-29-4-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-111,1203,46.9 MB,10.12.11.129,46:bb:50:bd:3f:0f,11,M12-POD3-29-sw,4/14/2022 00:39,M12-POD3-29-3-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-575,1203,44.7 MB,10.12.11.130,0e:0f:56:d4:a3:61,12,M12-POD3-29-sw,4/14/2022 00:39,M12-POD3-29-3-2,Antminer T17+ (vnish 2.0.4), T17+
antMiner-323,1203,48.2 MB,10.12.11.133,80:4e:87:95:9d:d1,5,M12-POD3-02-sw,4/14/2022 00:39,M12-POD3-2-1-5,Antminer S17+ (vnish 2.0.4), S17+
antMiner-333,1203,51.8 MB,10.12.11.134,e8:f6:6c:19:fa:72,8,M12-POD3-29-sw,4/14/2022 00:39,M12-POD3-29-2-3,Antminer T17+ (vnish 2.0.4), T17+
antMiner-160,1203,42.6 MB,10.12.11.135,30:ba:c0:46:95:01,9,M12-POD3-29-sw,4/14/2022 00:39,M12-POD3-29-2-4,Antminer S17+ (vnish 2.0.4), S17+
antMiner-610,1203,46.6 MB,10.12.11.136,2e:c7:bd:cd:22:17,3,M12-POD3-20-sw,4/14/2022 00:39,M12-POD3-20-1-3,Antminer S17+ (vnish 2.0.4), S17+
antMiner-120,1203,53.0 MB,10.12.11.142,22:3b:44:f4:9e:c5,7,M12-POD3-29-sw,4/14/2022 00:39,M12-POD3-29-2-2,Antminer S17+ (vnish 2.0.4), S17+
antMiner-144,1203,45.8 MB,10.12.11.143,96:50:b6:c4:2d:2a,1,M12-POD3-29-sw,4/14/2022 00:39,M12-POD3-29-1-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-396,1203,47.9 MB,10.12.11.149,88:1e:fa:f7:b8:b1,8,M12-POD3-31-sw,4/14/2022 00:39,M12-POD3-31-2-3,Antminer S17+ (vnish 2.0.4), S17+
antMiner-242,1203,47.9 MB,10.12.11.154,c0:9d:c1:4b:d1:5e,9,M12-POD3-33-sw,4/14/2022 00:39,M12-POD3-33-2-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-237,1203,47.6 MB,10.12.11.156,e4:f4:cb:15:06:ea,14,M12-POD3-33-sw,4/14/2022 00:39,M12-POD3-33-3-4,Antminer T17+ (vnish 2.0.4), T17+
antMiner-178,1203,47.4 MB,10.12.11.162,08:c1:77:87:80:29,18,M12-POD3-32-sw,4/14/2022 00:39,M12-POD3-32-4-3,Antminer S17+ (vnish 2.0.4), S17+
antMiner-94,1203,46.4 MB,10.12.11.163,10:a0:de:6d:5f:8c,19,M12-POD3-32-sw,4/14/2022 00:39,M12-POD3-32-4-4,Antminer S17+ (vnish 2.0.4), S17+
antMiner-241,1203,46.9 MB,10.12.11.164,e0:8a:df:6c:06:c5,20,M12-POD3-32-sw,4/14/2022 00:39,M12-POD3-32-4-5,Antminer S17+ (vnish 2.0.4), S17+
antMiner-49,1203,47.3 MB,10.12.11.166,9c:7e:75:63:a8:4b,12,M12-POD3-32-sw,4/14/2022 00:39,M12-POD3-32-3-2,Antminer S17+ (vnish 2.0.4), S17+
antMiner-319,1203,47.4 MB,10.12.11.167,4c:4e:66:1f:f5:1a,11,M12-POD3-32-sw,4/14/2022 00:39,M12-POD3-32-3-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-71,1203,56.9 MB,10.12.11.168,76:d9:58:86:2a:04,16,M12-POD3-32-sw,4/14/2022 00:39,M12-POD3-32-4-1,Antminer S17+ (vnish 2.0.4), S17+
antMiner-334,1203,48.0 MB,10.12.11.171,ee:dd:2d:42:b0:a3,14,M12-POD3-32-sw,4/14/2022 00:39,M12-POD3-32-3-4,Antminer S17+ (vnish 2.0.4), S17+
