description,vlan,usage,iPv4_address,mac_address,port,connected_to,last_seen,location,model,code
Avalon312E22,1303,30.1 MB,10.13.22.206,b4:a2:eb:31:2e:22,21,M13-POD3-06-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon318FC3,1303,30.9 MB,10.13.22.207,b4:a2:eb:31:8f:c3,30,M13-POD3-07-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon31786C,1303,33.3 MB,10.13.22.208,b4:a2:eb:31:78:6c,29,M13-POD3-07-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon317EE3,1303,29.4 MB,10.13.22.209,b4:a2:eb:31:7e:e3,25,M13-POD3-07-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon31660C,1303,29.9 MB,10.13.22.210,b4:a2:eb:31:66:0c,24,M13-POD3-07-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon317458,1303,30.6 MB,10.13.22.211,b4:a2:eb:31:74:58,28,M13-POD3-07-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon31783D,1303,30.5 MB,10.13.22.212,b4:a2:eb:31:78:3d,27,M13-POD3-07-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon317979,1303,31.5 MB,10.13.22.213,b4:a2:eb:31:79:79,26,M13-POD3-07-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon3165C7,1303,29.7 MB,10.13.22.214,b4:a2:eb:31:65:c7,21,M13-POD3-07-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon3189DB,1303,29.7 MB,10.13.22.215,b4:a2:eb:31:89:db,23,M13-POD3-07-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon318CBB,1303,29.2 MB,10.13.22.216,b4:a2:eb:31:8c:bb,22,M13-POD3-07-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon3137F8,1303,35.4 MB,10.13.22.217,b4:a2:eb:31:37:f8,22,M13-POD3-08-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon317D1F,1303,29.1 MB,10.13.22.218,b4:a2:eb:31:7d:1f,30,M13-POD3-08-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon316669,1303,29.3 MB,10.13.22.219,b4:a2:eb:31:66:69,29,M13-POD3-08-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon315619,1303,30.3 MB,10.13.22.220,b4:a2:eb:31:56:19,28,M13-POD3-08-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon313675,1303,30.1 MB,10.13.22.221,b4:a2:eb:31:36:75,26,M13-POD3-08-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon3182C5,1303,30.2 MB,10.13.22.222,b4:a2:eb:31:82:c5,27,M13-POD3-08-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon313281,1303,30.8 MB,10.13.22.223,b4:a2:eb:31:32:81,23,M13-POD3-08-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon317182,1303,29.7 MB,10.13.22.224,b4:a2:eb:31:71:82,24,M13-POD3-08-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon312C9A,1303,32.4 MB,10.13.22.225,b4:a2:eb:31:2c:9a,25,M13-POD3-08-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon317F5D,1303,30.2 MB,10.13.22.226,b4:a2:eb:31:7f:5d,28,M13-POD3-09-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon316EAE,1303,40.8 MB,10.13.22.227,b4:a2:eb:31:6e:ae,30,M13-POD3-09-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon315F3D,1303,30.1 MB,10.13.22.228,b4:a2:eb:31:5f:3d,25,M13-POD3-09-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon313947,1303,34.5 MB,10.13.22.229,b4:a2:eb:31:39:47,24,M13-POD3-09-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon316607,1303,29.1 MB,10.13.22.230,b4:a2:eb:31:66:07,29,M13-POD3-09-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon312DAF,1303,35.2 MB,10.13.22.231,b4:a2:eb:31:2d:af,27,M13-POD3-09-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon3168BB,1303,29.8 MB,10.13.22.232,b4:a2:eb:31:68:bb,26,M13-POD3-09-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon3154BB,1303,30.5 MB,10.13.22.233,b4:a2:eb:31:54:bb,21,M13-POD3-09-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon313936,1303,31.6 MB,10.13.22.234,b4:a2:eb:31:39:36,23,M13-POD3-09-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon3134FC,1303,29.5 MB,10.13.22.235,b4:a2:eb:31:34:fc,22,M13-POD3-09-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon3165D1,1303,31.0 MB,10.13.22.236,b4:a2:eb:31:65:d1,28,M13-POD3-10-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon3186C3,1303,31.3 MB,10.13.22.237,b4:a2:eb:31:86:c3,30,M13-POD3-10-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon3137D8,1303,31.4 MB,10.13.22.238,b4:a2:eb:31:37:d8,29,M13-POD3-10-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon31A4CA,1303,28.4 MB,10.13.22.239,b4:a2:eb:31:a4:ca,27,M13-POD3-10-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon315DB5,1303,29.2 MB,10.13.22.240,b4:a2:eb:31:5d:b5,26,M13-POD3-10-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon3138CE,1303,31.1 MB,10.13.22.241,b4:a2:eb:31:38:ce,25,M13-POD3-10-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon3136C3,1303,30.2 MB,10.13.22.242,b4:a2:eb:31:36:c3,24,M13-POD3-10-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon31672B,1303,30.9 MB,10.13.22.243,b4:a2:eb:31:67:2b,23,M13-POD3-10-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon312DCD,1303,30.9 MB,10.13.22.244,b4:a2:eb:31:2d:cd,22,M13-POD3-10-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon31351E,1303,32.5 MB,10.13.22.245,b4:a2:eb:31:35:1e,21,M13-POD3-10-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon318913,1303,38.4 MB,10.13.22.246,b4:a2:eb:31:89:13,21,M13-POD3-11-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon316741,1303,29.7 MB,10.13.22.247,b4:a2:eb:31:67:41,23,M13-POD3-11-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon31380E,1303,31.5 MB,10.13.22.248,b4:a2:eb:31:38:0e,22,M13-POD3-11-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon317326,1303,37.3 MB,10.13.22.249,b4:a2:eb:31:73:26,30,M13-POD3-11-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon316670,1303,30.3 MB,10.13.22.250,b4:a2:eb:31:66:70,28,M13-POD3-11-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon31347C,1303,30.1 MB,10.13.22.251,b4:a2:eb:31:34:7c,27,M13-POD3-11-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon31686B,1303,37.6 MB,10.13.22.252,b4:a2:eb:31:68:6b,26,M13-POD3-11-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon3139C8,1303,30.6 MB,10.13.22.253,b4:a2:eb:31:39:c8,25,M13-POD3-11-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon31818D,1303,30.3 MB,10.13.22.254,b4:a2:eb:31:81:8d,24,M13-POD3-11-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon314E00,1303,28.5 MB,10.13.22.255,b4:a2:eb:31:4e:00,30,M13-POD3-12-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon3139A4,1303,28.2 MB,10.13.23.0,b4:a2:eb:31:39:a4,24,M13-POD3-12-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon318CF0,1303,38.7 MB,10.13.23.1,b4:a2:eb:31:8c:f0,29,M13-POD3-12-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon31321A,1303,29.3 MB,10.13.23.2,b4:a2:eb:31:32:1a,28,M13-POD3-12-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon318AFE,1303,29.7 MB,10.13.23.3,b4:a2:eb:31:8a:fe,29,M13-POD3-11-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon313658,1303,29.1 MB,10.13.23.4,b4:a2:eb:31:36:58,23,M13-POD3-12-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon318D28,1303,30.4 MB,10.13.23.5,b4:a2:eb:31:8d:28,22,M13-POD3-12-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon3168A0,1303,30.4 MB,10.13.23.6,b4:a2:eb:31:68:a0,21,M13-POD3-12-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon313374,1303,28.6 MB,10.13.23.7,b4:a2:eb:31:33:74,26,M13-POD3-12-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon317831,1303,32.2 MB,10.13.23.8,b4:a2:eb:31:78:31,27,M13-POD3-12-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon317F23,1303,31.9 MB,10.13.23.9,b4:a2:eb:31:7f:23,21,M13-POD3-08-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon316E8B,1303,30.0 MB,10.13.23.10,b4:a2:eb:31:6e:8b,28,M13-POD3-14-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon318F23,1303,29.7 MB,10.13.23.11,b4:a2:eb:31:8f:23,30,M13-POD3-14-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon318E31,1303,37.0 MB,10.13.23.12,b4:a2:eb:31:8e:31,29,M13-POD3-14-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon313912,1303,28.6 MB,10.13.23.13,b4:a2:eb:31:39:12,27,M13-POD3-14-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon3171CC,1303,29.2 MB,10.13.23.14,b4:a2:eb:31:71:cc,26,M13-POD3-14-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon3131EF,1303,30.9 MB,10.13.23.15,b4:a2:eb:31:31:ef,26,M13-POD3-13-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon317338,1303,30.4 MB,10.13.23.16,b4:a2:eb:31:73:38,27,M13-POD3-13-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon317165,1303,29.7 MB,10.13.23.17,b4:a2:eb:31:71:65,25,M13-POD3-12-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon317810,1303,30.8 MB,10.13.23.18,b4:a2:eb:31:78:10,30,M13-POD3-13-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon313881,1303,30.7 MB,10.13.23.19,b4:a2:eb:31:38:81,29,M13-POD3-13-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon318C63,1303,30.0 MB,10.13.23.20,b4:a2:eb:31:8c:63,28,M13-POD3-13-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon314F04,1303,31.9 MB,10.13.23.21,b4:a2:eb:31:4f:04,21,M13-POD3-14-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon3171D9,1303,30.6 MB,10.13.23.22,b4:a2:eb:31:71:d9,23,M13-POD3-13-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon315083,1303,31.6 MB,10.13.23.24,b4:a2:eb:31:50:83,21,M13-POD3-13-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon318CBF,1303,29.5 MB,10.13.23.25,b4:a2:eb:31:8c:bf,24,M13-POD3-13-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon3173DD,1303,30.1 MB,10.13.23.26,b4:a2:eb:31:73:dd,25,M13-POD3-13-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon317F04,1303,32.1 MB,10.13.23.27,b4:a2:eb:31:7f:04,30,M13-POD3-15-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon31380A,1303,30.4 MB,10.13.23.28,b4:a2:eb:31:38:0a,29,M13-POD3-15-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon31686C,1303,32.4 MB,10.13.23.29,b4:a2:eb:31:68:6c,25,M13-POD3-15-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon318233,1303,25.5 MB,10.13.23.30,b4:a2:eb:31:82:33,24,M13-POD3-15-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon313B57,1303,36.3 MB,10.13.23.31,b4:a2:eb:31:3b:57,28,M13-POD3-15-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon318778,1303,31.4 MB,10.13.23.32,b4:a2:eb:31:87:78,28,M13-POD3-16-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon314F51,1303,40.8 MB,10.13.23.33,b4:a2:eb:31:4f:51,27,M13-POD3-15-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon3159AF,1303,30.3 MB,10.13.23.34,b4:a2:eb:31:59:af,26,M13-POD3-15-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon316D04,1303,31.2 MB,10.13.23.35,b4:a2:eb:31:6d:04,26,M13-POD3-16-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon313417,1303,29.6 MB,10.13.23.36,b4:a2:eb:31:34:17,27,M13-POD3-16-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon316632,1303,28.3 MB,10.13.23.37,b4:a2:eb:31:66:32,23,M13-POD3-15-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon3134A8,1303,30.4 MB,10.13.23.38,b4:a2:eb:31:34:a8,22,M13-POD3-15-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon31386F,1303,30.5 MB,10.13.23.39,b4:a2:eb:31:38:6f,21,M13-POD3-16-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon316C20,1303,31.3 MB,10.13.23.40,b4:a2:eb:31:6c:20,21,M13-POD3-15-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon317879,1303,29.3 MB,10.13.23.41,b4:a2:eb:31:78:79,22,M13-POD3-16-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon318F28,1303,29.1 MB,10.13.23.42,b4:a2:eb:31:8f:28,23,M13-POD3-16-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon316768,1303,29.3 MB,10.13.23.43,b4:a2:eb:31:67:68,30,M13-POD3-16-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon317372,1303,28.8 MB,10.13.23.44,b4:a2:eb:31:73:72,29,M13-POD3-16-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon31399D,1303,31.3 MB,10.13.23.45,b4:a2:eb:31:39:9d,25,M13-POD3-16-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon3189B8,1303,31.3 MB,10.13.23.46,b4:a2:eb:31:89:b8,24,M13-POD3-16-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon3156DD,1303,31.4 MB,10.13.23.47,b4:a2:eb:31:56:dd,21,M13-POD3-17-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon3171A0,1303,29.8 MB,10.13.23.48,b4:a2:eb:31:71:a0,22,M13-POD3-17-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon312C96,1303,29.1 MB,10.13.23.49,b4:a2:eb:31:2c:96,25,M13-POD3-17-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon316197,1303,30.6 MB,10.13.23.50,b4:a2:eb:31:61:97,30,M13-POD3-17-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon318F09,1303,32.9 MB,10.13.23.51,b4:a2:eb:31:8f:09,30,M13-POD3-18-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon318F57,1303,37.0 MB,10.13.23.52,b4:a2:eb:31:8f:57,29,M13-POD3-17-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon3134B0,1303,29.7 MB,10.13.23.53,b4:a2:eb:31:34:b0,29,M13-POD3-18-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon315B75,1303,30.9 MB,10.13.23.54,b4:a2:eb:31:5b:75,23,M13-POD3-17-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon318A55,1303,30.1 MB,10.13.23.55,b4:a2:eb:31:8a:55,24,M13-POD3-17-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon313965,1303,30.9 MB,10.13.23.56,b4:a2:eb:31:39:65,27,M13-POD3-17-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon317ADC,1303,30.8 MB,10.13.23.57,b4:a2:eb:31:7a:dc,25,M13-POD3-18-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon3186CD,1303,30.1 MB,10.13.23.58,b4:a2:eb:31:86:cd,26,M13-POD3-17-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon3133D6,1303,29.9 MB,10.13.23.59,b4:a2:eb:31:33:d6,24,M13-POD3-18-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon317F26,1303,30.7 MB,10.13.23.60,b4:a2:eb:31:7f:26,28,M13-POD3-18-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon316071,1303,30.9 MB,10.13.23.61,b4:a2:eb:31:60:71,27,M13-POD3-18-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon31821C,1303,30.5 MB,10.13.23.62,b4:a2:eb:31:82:1c,23,M13-POD3-18-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon316B02,1303,30.6 MB,10.13.23.63,b4:a2:eb:31:6b:02,21,M13-POD3-18-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon312E46,1303,30.0 MB,10.13.23.64,b4:a2:eb:31:2e:46,26,M13-POD3-18-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon31377A,1303,31.5 MB,10.13.23.65,b4:a2:eb:31:37:7a,30,M13-POD3-19-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon31397C,1303,30.3 MB,10.13.23.66,b4:a2:eb:31:39:7c,29,M13-POD3-19-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon3171B5,1303,31.6 MB,10.13.23.67,b4:a2:eb:31:71:b5,25,M13-POD3-19-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon318F1F,1303,41.5 MB,10.13.23.68,b4:a2:eb:31:8f:1f,24,M13-POD3-19-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon318E63,1303,30.9 MB,10.13.23.69,b4:a2:eb:31:8e:63,28,M13-POD3-19-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon31688D,1303,26.9 MB,10.13.23.70,b4:a2:eb:31:68:8d,27,M13-POD3-19-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon316693,1303,29.5 MB,10.13.23.71,b4:a2:eb:31:66:93,23,M13-POD3-19-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon313FAD,1303,29.7 MB,10.13.23.72,b4:a2:eb:31:3f:ad,22,M13-POD3-19-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon31A5BA,1303,30.1 MB,10.13.23.73,b4:a2:eb:31:a5:ba,26,M13-POD3-19-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon317B43,1303,29.2 MB,10.13.23.74,b4:a2:eb:31:7b:43,21,M13-POD3-19-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon317158,1303,31.1 MB,10.13.23.75,b4:a2:eb:31:71:58,22,M13-POD3-18-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon317006,1303,29.5 MB,10.13.23.76,b4:a2:eb:31:70:06,28,M13-POD3-17-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon31753A,1303,29.1 MB,10.13.23.78,b4:a2:eb:31:75:3a,24,M13-POD3-20-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon316680,1303,29.8 MB,10.13.23.79,b4:a2:eb:31:66:80,29,M13-POD3-20-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon313694,1303,29.0 MB,10.13.23.80,b4:a2:eb:31:36:94,30,M13-POD3-20-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon3169A5,1303,30.1 MB,10.13.23.81,b4:a2:eb:31:69:a5,23,M13-POD3-20-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon3136D2,1303,29.5 MB,10.13.23.82,b4:a2:eb:31:36:d2,27,M13-POD3-20-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon31395E,1303,30.2 MB,10.13.23.83,b4:a2:eb:31:39:5e,26,M13-POD3-20-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon318784,1303,29.0 MB,10.13.23.84,b4:a2:eb:31:87:84,28,M13-POD3-20-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon3160F7,1303,31.0 MB,10.13.23.85,b4:a2:eb:31:60:f7,22,M13-POD3-20-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon317EC9,1303,30.8 MB,10.13.23.86,b4:a2:eb:31:7e:c9,21,M13-POD3-20-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon313A25,1303,29.1 MB,10.13.23.88,b4:a2:eb:31:3a:25,29,M13-POD3-21-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon3138AC,1303,29.1 MB,10.13.23.89,b4:a2:eb:31:38:ac,25,M13-POD3-21-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon3181CC,1303,29.0 MB,10.13.23.90,b4:a2:eb:31:81:cc,28,M13-POD3-21-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon317996,1303,29.3 MB,10.13.23.91,b4:a2:eb:31:79:96,27,M13-POD3-21-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon3138CC,1303,37.6 MB,10.13.23.92,b4:a2:eb:31:38:cc,26,M13-POD3-21-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon313F8A,1303,31.0 MB,10.13.23.93,b4:a2:eb:31:3f:8a,23,M13-POD3-21-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon313BE9,1303,29.9 MB,10.13.23.94,b4:a2:eb:31:3b:e9,22,M13-POD3-21-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon315CB0,1303,39.1 MB,10.13.23.95,b4:a2:eb:31:5c:b0,21,M13-POD3-21-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon313973,1303,31.6 MB,10.13.23.96,b4:a2:eb:31:39:73,24,M13-POD3-21-sw,4/14/2022 00:46,#NAME?,AvalonMiner 1047,A1047
Avalon313642,1303,29.9 MB,10.13.23.97,b4:a2:eb:31:36:42,30,M13-POD3-22-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon315AC5,1303,42.4 MB,10.13.23.98,b4:a2:eb:31:5a:c5,29,M13-POD3-22-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon3181CF,1303,29.1 MB,10.13.23.99,b4:a2:eb:31:81:cf,21,M13-POD3-23-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon3150B0,1303,30.1 MB,10.13.23.100,b4:a2:eb:31:50:b0,25,M13-POD3-22-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon316690,1303,29.4 MB,10.13.23.101,b4:a2:eb:31:66:90,22,M13-POD3-23-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon3186CE,1303,30.7 MB,10.13.23.102,b4:a2:eb:31:86:ce,24,M13-POD3-22-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon3177D1,1303,30.0 MB,10.13.23.103,b4:a2:eb:31:77:d1,25,M13-POD3-23-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon317001,1303,37.5 MB,10.13.23.104,b4:a2:eb:31:70:01,24,M13-POD3-23-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon313671,1303,28.7 MB,10.13.23.105,b4:a2:eb:31:36:71,28,M13-POD3-22-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon3134DD,1303,30.3 MB,10.13.23.106,b4:a2:eb:31:34:dd,27,M13-POD3-22-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon316028,1303,30.3 MB,10.13.23.107,b4:a2:eb:31:60:28,26,M13-POD3-22-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon316363,1303,30.6 MB,10.13.23.108,b4:a2:eb:31:63:63,30,M13-POD3-23-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon31378F,1303,28.3 MB,10.13.23.109,b4:a2:eb:31:37:8f,23,M13-POD3-22-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
Avalon318F2B,1303,29.3 MB,10.13.23.110,b4:a2:eb:31:8f:2b,29,M13-POD3-23-sw,4/14/2022 00:45,#NAME?,AvalonMiner 1047,A1047
